parcel_id,hub_id,date,origin_zone,destination_zone,service_type,seller_type,parcel_size_band,parcel_weight_band,promised_delivery_days,actual_delivery_days,delivery_outcome,failure_reason,attempt_count,is_redelivery,was_late,customer_contact_made,priority_flag,peak_day_flag
P0004767,HUB_C_SOUTH,2026-04-07,East,South,economy,small_business,XS,3-5kg,3,4,failed,rider capacity,3,TRUE,FALSE,TRUE,FALSE,TRUE
P0004768,HUB_C_SOUTH,2026-04-07,Metro,South,standard,marketplace,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004769,HUB_C_SOUTH,2026-04-07,West,North,standard,direct_seller,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004770,HUB_C_SOUTH,2026-04-07,West,North,express,small_business,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004771,HUB_C_SOUTH,2026-04-07,East,South,standard,enterprise,M,5-10kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0004772,HUB_C_SOUTH,2026-04-07,North,East,economy,marketplace,S,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004773,HUB_C_SOUTH,2026-04-07,North,South,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004774,HUB_C_SOUTH,2026-04-07,South,River,standard,marketplace,XL,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004775,HUB_C_SOUTH,2026-04-07,West,River,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004776,HUB_C_SOUTH,2026-04-07,North,Metro,standard,marketplace,S,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004777,HUB_C_SOUTH,2026-04-07,West,Metro,express,marketplace,M,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004778,HUB_C_SOUTH,2026-04-07,North,East,express,marketplace,S,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,TRUE,TRUE,TRUE
P0004779,HUB_C_SOUTH,2026-04-07,East,North,express,marketplace,M,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004780,HUB_C_SOUTH,2026-04-07,North,East,standard,direct_seller,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004781,HUB_C_SOUTH,2026-04-07,River,River,standard,direct_seller,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004782,HUB_C_SOUTH,2026-04-07,West,Metro,economy,direct_seller,L,0-1kg,3,3,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,TRUE
P0004783,HUB_C_SOUTH,2026-04-07,Metro,Metro,standard,marketplace,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004784,HUB_C_SOUTH,2026-04-07,River,Metro,standard,direct_seller,L,0-1kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0004785,HUB_C_SOUTH,2026-04-07,West,Metro,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004786,HUB_C_SOUTH,2026-04-07,West,West,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004787,HUB_C_SOUTH,2026-04-07,North,Remote,standard,direct_seller,S,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004788,HUB_C_SOUTH,2026-04-07,North,South,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0004789,HUB_C_SOUTH,2026-04-07,West,Metro,standard,marketplace,L,3-5kg,2,3,delivered_late,,2,TRUE,TRUE,TRUE,FALSE,TRUE
P0004790,HUB_C_SOUTH,2026-04-07,South,Metro,express,marketplace,L,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004791,HUB_C_SOUTH,2026-04-07,River,North,standard,marketplace,M,5-10kg,2,2,failed,hub backlog,1,FALSE,FALSE,TRUE,FALSE,TRUE
P0004792,HUB_C_SOUTH,2026-04-07,East,South,standard,marketplace,L,1-3kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0004793,HUB_C_SOUTH,2026-04-07,North,East,express,small_business,L,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004794,HUB_C_SOUTH,2026-04-07,River,West,express,direct_seller,S,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004795,HUB_C_SOUTH,2026-04-07,Metro,North,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004796,HUB_C_SOUTH,2026-04-07,West,Metro,express,marketplace,S,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004797,HUB_C_SOUTH,2026-04-07,East,East,express,marketplace,L,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004798,HUB_C_SOUTH,2026-04-07,North,South,standard,direct_seller,XS,10kg+,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004799,HUB_C_SOUTH,2026-04-07,West,Metro,economy,marketplace,L,1-3kg,3,4,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0004800,HUB_C_SOUTH,2026-04-07,South,South,express,marketplace,S,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004801,HUB_C_SOUTH,2026-04-07,River,South,standard,marketplace,L,10kg+,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004802,HUB_C_SOUTH,2026-04-07,East,North,standard,marketplace,M,1-3kg,2,3,failed,customer not available,2,TRUE,TRUE,TRUE,FALSE,TRUE
P0004803,HUB_C_SOUTH,2026-04-07,North,East,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004804,HUB_C_SOUTH,2026-04-07,East,Remote,standard,direct_seller,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004805,HUB_C_SOUTH,2026-04-07,East,East,express,marketplace,XS,0-1kg,1,1,delivered_on_time,,2,TRUE,FALSE,TRUE,TRUE,TRUE
P0004806,HUB_C_SOUTH,2026-04-07,West,River,standard,marketplace,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004807,HUB_C_SOUTH,2026-04-07,East,Remote,express,small_business,S,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004808,HUB_C_SOUTH,2026-04-07,West,East,standard,marketplace,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004809,HUB_C_SOUTH,2026-04-07,North,East,standard,marketplace,L,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004810,HUB_C_SOUTH,2026-04-07,Metro,Metro,standard,small_business,S,1-3kg,2,3,failed,customer not available,2,TRUE,TRUE,TRUE,FALSE,TRUE
P0004811,HUB_C_SOUTH,2026-04-07,North,River,standard,marketplace,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004812,HUB_C_SOUTH,2026-04-07,North,North,standard,small_business,S,1-3kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0004813,HUB_C_SOUTH,2026-04-07,South,Metro,standard,small_business,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,TRUE
P0004814,HUB_C_SOUTH,2026-04-07,South,Metro,standard,marketplace,S,1-3kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,TRUE
P0004815,HUB_C_SOUTH,2026-04-07,Metro,Metro,economy,small_business,S,0-1kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,TRUE
P0004816,HUB_C_SOUTH,2026-04-07,West,River,standard,small_business,L,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,TRUE,TRUE
P0004817,HUB_C_SOUTH,2026-04-07,West,West,standard,marketplace,S,3-5kg,2,3,delivered_late,,1,FALSE,TRUE,TRUE,FALSE,TRUE
P0004818,HUB_C_SOUTH,2026-04-08,West,North,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004819,HUB_C_SOUTH,2026-04-08,Metro,Metro,standard,direct_seller,XL,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004820,HUB_C_SOUTH,2026-04-08,North,East,standard,direct_seller,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004821,HUB_C_SOUTH,2026-04-08,River,South,standard,marketplace,S,0-1kg,2,4,failed,routing delay,3,TRUE,TRUE,TRUE,FALSE,FALSE
P0004822,HUB_C_SOUTH,2026-04-08,East,Metro,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004823,HUB_C_SOUTH,2026-04-08,North,Metro,express,enterprise,S,0-1kg,1,1,delivered_on_time,,2,TRUE,FALSE,TRUE,TRUE,FALSE
P0004824,HUB_C_SOUTH,2026-04-08,West,River,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004825,HUB_C_SOUTH,2026-04-08,Metro,Metro,express,marketplace,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004826,HUB_C_SOUTH,2026-04-08,River,West,express,direct_seller,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004827,HUB_C_SOUTH,2026-04-08,East,Metro,standard,direct_seller,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004828,HUB_C_SOUTH,2026-04-08,West,River,standard,small_business,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004829,HUB_C_SOUTH,2026-04-08,West,River,standard,marketplace,S,1-3kg,2,2,failed,customer not available,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004830,HUB_C_SOUTH,2026-04-08,East,West,express,marketplace,L,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,TRUE,TRUE,FALSE
P0004831,HUB_C_SOUTH,2026-04-08,East,West,standard,marketplace,M,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004832,HUB_C_SOUTH,2026-04-08,River,Metro,express,enterprise,M,1-3kg,1,2,delivered_late,,1,FALSE,TRUE,FALSE,TRUE,FALSE
P0004833,HUB_C_SOUTH,2026-04-08,East,West,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004834,HUB_C_SOUTH,2026-04-08,North,South,economy,small_business,M,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004835,HUB_C_SOUTH,2026-04-08,River,Metro,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004836,HUB_C_SOUTH,2026-04-08,North,East,standard,marketplace,M,0-1kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,FALSE
P0004837,HUB_C_SOUTH,2026-04-08,South,Metro,express,marketplace,XS,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004838,HUB_C_SOUTH,2026-04-08,Metro,North,express,marketplace,XS,0-1kg,1,2,delivered_late,,1,FALSE,TRUE,FALSE,TRUE,FALSE
P0004839,HUB_C_SOUTH,2026-04-08,West,River,standard,small_business,M,0-1kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,FALSE
P0004840,HUB_C_SOUTH,2026-04-08,West,Metro,standard,marketplace,M,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004841,HUB_C_SOUTH,2026-04-08,North,Remote,express,small_business,XS,1-3kg,1,2,delivered_late,,1,FALSE,TRUE,FALSE,TRUE,FALSE
P0004842,HUB_C_SOUTH,2026-04-08,West,South,express,marketplace,S,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004843,HUB_C_SOUTH,2026-04-08,South,East,standard,direct_seller,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004844,HUB_C_SOUTH,2026-04-08,River,River,standard,direct_seller,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004845,HUB_C_SOUTH,2026-04-08,North,South,economy,marketplace,M,3-5kg,3,3,failed,hub backlog,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004846,HUB_C_SOUTH,2026-04-08,Metro,East,standard,enterprise,M,1-3kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004847,HUB_C_SOUTH,2026-04-08,West,West,standard,marketplace,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004848,HUB_C_SOUTH,2026-04-08,River,North,economy,direct_seller,M,0-1kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004849,HUB_C_SOUTH,2026-04-08,West,South,economy,direct_seller,XL,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004850,HUB_C_SOUTH,2026-04-08,North,West,standard,marketplace,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004851,HUB_C_SOUTH,2026-04-08,River,West,economy,marketplace,XL,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004852,HUB_C_SOUTH,2026-04-08,South,Metro,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004853,HUB_C_SOUTH,2026-04-08,River,Metro,economy,enterprise,M,0-1kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004854,HUB_C_SOUTH,2026-04-08,River,Remote,standard,small_business,L,1-3kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,TRUE,FALSE
P0004855,HUB_C_SOUTH,2026-04-08,River,North,standard,enterprise,XS,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004856,HUB_C_SOUTH,2026-04-08,East,West,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004857,HUB_C_SOUTH,2026-04-08,Metro,Metro,standard,marketplace,XS,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004858,HUB_C_SOUTH,2026-04-08,River,Metro,standard,marketplace,L,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004859,HUB_C_SOUTH,2026-04-08,South,Metro,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004860,HUB_C_SOUTH,2026-04-08,West,East,economy,marketplace,L,1-3kg,3,3,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004861,HUB_C_SOUTH,2026-04-08,East,East,express,small_business,S,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004862,HUB_C_SOUTH,2026-04-08,East,Metro,standard,marketplace,L,0-1kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004863,HUB_C_SOUTH,2026-04-08,West,Remote,standard,marketplace,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004864,HUB_C_SOUTH,2026-04-08,South,Metro,standard,small_business,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004865,HUB_C_SOUTH,2026-04-08,East,River,economy,marketplace,S,1-3kg,3,3,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004866,HUB_C_SOUTH,2026-04-08,East,East,express,marketplace,XL,0-1kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004867,HUB_C_SOUTH,2026-04-08,River,River,express,direct_seller,S,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004868,HUB_C_SOUTH,2026-04-08,River,South,standard,enterprise,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004869,HUB_C_SOUTH,2026-04-08,Metro,West,standard,marketplace,XS,10kg+,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004870,HUB_C_SOUTH,2026-04-08,Metro,Remote,standard,small_business,M,5-10kg,2,3,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,FALSE
P0004871,HUB_C_SOUTH,2026-04-08,South,North,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004872,HUB_C_SOUTH,2026-04-08,South,Metro,standard,marketplace,L,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004873,HUB_C_SOUTH,2026-04-08,East,Metro,express,marketplace,S,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004874,HUB_C_SOUTH,2026-04-08,Metro,North,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004875,HUB_C_SOUTH,2026-04-08,East,North,standard,small_business,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004876,HUB_C_SOUTH,2026-04-08,South,East,standard,marketplace,XL,1-3kg,2,2,failed,routing delay,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004877,HUB_C_SOUTH,2026-04-08,East,Metro,standard,small_business,S,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004878,HUB_C_SOUTH,2026-04-09,Metro,Remote,express,direct_seller,M,3-5kg,1,1,delivered_on_time,,1,FALSE,FALSE,TRUE,TRUE,FALSE
P0004879,HUB_C_SOUTH,2026-04-09,North,South,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004880,HUB_C_SOUTH,2026-04-09,West,Remote,express,direct_seller,M,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004881,HUB_C_SOUTH,2026-04-09,South,River,standard,marketplace,XS,3-5kg,2,2,delivered_on_time,,3,TRUE,FALSE,TRUE,FALSE,FALSE
P0004882,HUB_C_SOUTH,2026-04-09,East,North,standard,enterprise,XS,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004883,HUB_C_SOUTH,2026-04-09,River,Remote,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004884,HUB_C_SOUTH,2026-04-09,South,North,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004885,HUB_C_SOUTH,2026-04-09,Metro,River,standard,small_business,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004886,HUB_C_SOUTH,2026-04-09,South,South,standard,small_business,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004887,HUB_C_SOUTH,2026-04-09,South,Remote,economy,marketplace,S,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004888,HUB_C_SOUTH,2026-04-09,South,South,express,direct_seller,L,3-5kg,1,2,delivered_late,,1,FALSE,TRUE,FALSE,TRUE,FALSE
P0004889,HUB_C_SOUTH,2026-04-09,East,Remote,economy,small_business,S,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004890,HUB_C_SOUTH,2026-04-09,Metro,West,standard,direct_seller,L,1-3kg,2,3,delivered_late,,2,TRUE,TRUE,TRUE,FALSE,FALSE
P0004891,HUB_C_SOUTH,2026-04-09,River,Metro,standard,marketplace,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004892,HUB_C_SOUTH,2026-04-09,River,West,express,direct_seller,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004893,HUB_C_SOUTH,2026-04-09,Metro,Metro,standard,marketplace,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004894,HUB_C_SOUTH,2026-04-09,River,Metro,standard,direct_seller,XL,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004895,HUB_C_SOUTH,2026-04-09,West,Metro,standard,direct_seller,XS,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004896,HUB_C_SOUTH,2026-04-09,East,North,standard,small_business,M,1-3kg,2,2,delivered_on_time,,3,TRUE,FALSE,TRUE,FALSE,FALSE
P0004897,HUB_C_SOUTH,2026-04-09,Metro,West,economy,direct_seller,L,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004898,HUB_C_SOUTH,2026-04-09,South,Metro,standard,marketplace,M,1-3kg,2,2,failed,hub backlog,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004899,HUB_C_SOUTH,2026-04-09,North,North,standard,enterprise,M,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004900,HUB_C_SOUTH,2026-04-09,West,East,express,direct_seller,S,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004901,HUB_C_SOUTH,2026-04-09,River,Metro,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004902,HUB_C_SOUTH,2026-04-09,River,East,standard,small_business,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004903,HUB_C_SOUTH,2026-04-09,North,South,standard,direct_seller,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004904,HUB_C_SOUTH,2026-04-09,North,East,standard,small_business,S,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004905,HUB_C_SOUTH,2026-04-09,Metro,North,economy,marketplace,S,1-3kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004906,HUB_C_SOUTH,2026-04-09,East,North,express,marketplace,L,5-10kg,1,1,failed,bad address,2,TRUE,FALSE,TRUE,TRUE,FALSE
P0004907,HUB_C_SOUTH,2026-04-09,North,Metro,express,direct_seller,M,5-10kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004908,HUB_C_SOUTH,2026-04-09,South,West,standard,marketplace,M,10kg+,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004909,HUB_C_SOUTH,2026-04-09,South,East,standard,marketplace,S,0-1kg,2,3,delivered_late,,1,FALSE,TRUE,TRUE,FALSE,FALSE
P0004910,HUB_C_SOUTH,2026-04-09,West,Metro,standard,marketplace,L,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004911,HUB_C_SOUTH,2026-04-09,North,West,standard,small_business,L,5-10kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004912,HUB_C_SOUTH,2026-04-09,South,East,standard,marketplace,XS,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004913,HUB_C_SOUTH,2026-04-09,River,Metro,standard,marketplace,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004914,HUB_C_SOUTH,2026-04-09,North,West,standard,direct_seller,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004915,HUB_C_SOUTH,2026-04-09,West,Metro,economy,small_business,M,5-10kg,3,4,delivered_late,,1,FALSE,TRUE,FALSE,FALSE,FALSE
P0004916,HUB_C_SOUTH,2026-04-09,River,West,express,marketplace,M,1-3kg,1,1,delivered_on_time,,2,TRUE,FALSE,TRUE,TRUE,FALSE
P0004917,HUB_C_SOUTH,2026-04-09,East,Metro,standard,direct_seller,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004918,HUB_C_SOUTH,2026-04-09,East,Metro,standard,marketplace,L,3-5kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004919,HUB_C_SOUTH,2026-04-09,South,Metro,standard,small_business,M,0-1kg,2,2,failed,hub backlog,2,TRUE,FALSE,TRUE,FALSE,FALSE
P0004920,HUB_C_SOUTH,2026-04-09,East,West,economy,marketplace,S,5-10kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004921,HUB_C_SOUTH,2026-04-09,West,Metro,standard,marketplace,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004922,HUB_C_SOUTH,2026-04-09,Metro,West,economy,direct_seller,S,3-5kg,3,3,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004923,HUB_C_SOUTH,2026-04-09,West,Remote,standard,marketplace,L,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004924,HUB_C_SOUTH,2026-04-09,Metro,East,express,direct_seller,M,1-3kg,1,1,delivered_on_time,,1,FALSE,FALSE,FALSE,TRUE,FALSE
P0004925,HUB_C_SOUTH,2026-04-09,South,Metro,standard,direct_seller,M,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004926,HUB_C_SOUTH,2026-04-09,River,North,standard,marketplace,M,3-5kg,2,2,delivered_on_time,,1,FALSE,FALSE,TRUE,FALSE,FALSE
P0004927,HUB_C_SOUTH,2026-04-09,East,South,standard,direct_seller,L,0-1kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004928,HUB_C_SOUTH,2026-04-09,West,Metro,standard,direct_seller,S,1-3kg,2,2,delivered_on_time,,1,FALSE,FALSE,FALSE,FALSE,FALSE
P0004929,HUB_C_SOUTH,2026-04-09,River,West,standard,direct_seller,M,0-1kg,2,2,delivered_on_time,,2,TRUE,FALSE,TRUE,FALSE,FALSE
